district,month,hour,day_of_week,risk_score,risk_level
13,11,21,4,0.8153,High
16,10,20,4,0.4694,Medium
16,5,21,3,0.3916,Low
22,6,9,4,0.4135,Medium
5,6,11,3,0.5622,Medium
20,3,3,4,0.575,Medium
25,12,22,4,0.4714,Medium
6,2,23,5,0.8897,High
6,6,7,5,0.7977,High
18,4,19,2,0.3851,Low
6,9,2,1,0.9216,High
7,2,6,4,0.3453,Low
24,4,22,5,0.5772,Medium
24,11,2,4,0.564,Medium
16,11,0,0,0.5344,Medium
9,2,18,3,0.7678,High
13,5,13,4,0.5505,Medium
12,3,2,2,0.43,Medium
19,4,21,5,0.47,Medium
23,9,1,4,0.3879,Low
23,10,3,5,0.7081,High
1,11,4,3,0.6604,High
8,5,5,4,0.3616,Low
4,9,8,0,0.4328,Medium
21,5,9,3,0.3893,Low
22,10,4,1,0.4228,Medium
19,9,17,0,0.4678,Medium
21,8,6,2,0.5813,Medium
5,1,9,5,0.4384,Medium
17,3,10,3,0.2928,Low
3,5,16,2,0.4466,Medium
19,12,7,4,0.3501,Low
1,3,6,0,0.5913,Medium
23,10,13,6,0.4555,Medium
1,1,10,4,0.6022,Medium
23,11,7,1,0.4145,Medium
20,2,0,5,0.5346,Medium
9,2,5,6,0.7278,High
23,4,13,1,0.3169,Low
5,6,4,0,0.4518,Medium
7,2,15,1,0.1809,Low
25,6,12,2,0.4491,Medium
6,11,15,6,0.9299,High
17,1,13,4,0.1657,Low
22,8,1,6,0.7028,High
17,3,23,5,0.6137,Medium
13,8,17,4,0.6784,High
12,3,1,3,0.4716,Medium
4,1,21,1,0.5349,Medium
8,4,2,0,0.6221,Medium
5,3,8,0,0.3646,Low
5,8,17,0,0.7005,High
13,1,23,4,0.7102,High
11,9,19,5,0.466,Medium
8,11,12,4,0.5009,Medium
8,9,9,4,0.4155,Medium
1,6,1,4,0.9614,High
13,5,20,3,0.5625,Medium
5,11,18,5,0.6688,High
21,12,8,3,0.4344,Medium
8,5,7,2,0.3505,Low
17,12,21,6,0.3874,Low
23,6,12,6,0.3014,Low
23,7,5,4,0.3083,Low
13,8,8,2,0.5314,Medium
9,3,13,4,0.6408,Medium
2,10,1,4,1.0,High
19,1,6,0,0.113,Low
20,5,11,1,0.3303,Low
17,11,10,5,0.4006,Medium
7,1,18,2,0.389,Low
3,2,18,6,0.6088,Medium
19,12,14,6,0.3539,Low
19,8,19,1,0.5241,Medium
24,3,12,5,0.3818,Low
9,11,14,1,0.8514,High
10,10,20,5,1.0,High
14,4,4,5,0.3199,Low
18,11,0,6,0.7554,High
15,6,15,2,0.7035,High
1,8,21,3,0.8876,High
25,1,10,0,0.1582,Low
6,2,14,3,0.6211,Medium
15,11,12,2,0.7359,High
25,6,14,3,0.4238,Medium
6,8,17,5,0.8798,High
18,12,14,2,0.1075,Low
1,8,1,3,1.0,High
24,3,8,4,0.2799,Low
3,4,16,5,0.4841,Medium
17,10,17,4,0.6135,Medium
16,4,9,2,0.2593,Low
8,4,8,6,0.5747,Medium
17,2,19,1,0.4755,Medium
8,6,19,5,0.7389,High
17,8,20,0,0.6273,Medium
25,9,19,1,0.4256,Medium
9,1,8,6,0.7337,High
12,1,3,3,0.4429,Medium
25,9,14,4,0.2243,Low
19,11,19,5,0.5831,Medium
4,4,22,0,0.5347,Medium
21,11,9,0,0.4926,Medium
22,7,9,4,0.3894,Low
25,2,15,5,0.2927,Low
11,10,0,6,0.7758,High
4,1,18,4,0.4838,Medium
14,11,3,6,0.6261,Medium
14,7,7,0,0.4171,Medium
6,6,16,4,0.6611,High
17,3,2,0,0.4215,Medium
2,10,2,4,0.9092,High
8,4,11,6,0.4238,Medium
4,1,7,3,0.4458,Medium
10,7,20,4,0.8069,High
7,9,4,1,0.3155,Low
4,1,14,4,0.3091,Low
16,2,7,1,0.2697,Low
14,2,12,2,0.2342,Low
16,6,21,1,0.4592,Medium
25,5,5,0,0.2101,Low
9,6,22,2,0.9957,High
4,1,9,5,0.4183,Medium
24,6,0,6,0.5836,Medium
6,11,8,4,0.6988,High
1,6,4,1,0.6596,High
7,7,23,5,0.7342,High
1,12,11,4,0.5043,Medium
19,2,12,3,0.288,Low
8,6,5,1,0.4521,Medium
25,9,15,5,0.3552,Low
3,9,11,5,0.5387,Medium
1,2,21,4,0.6861,High
1,5,3,5,0.8813,High
7,7,2,0,0.7056,High
21,5,1,1,0.6532,High
13,3,9,0,0.4456,Medium
1,1,11,1,0.6707,High
16,7,3,1,0.5727,Medium
22,8,14,5,0.2943,Low
22,6,13,2,0.446,Medium
14,12,12,4,0.2046,Low
4,12,16,6,0.6075,Medium
23,7,21,5,0.5817,Medium
23,9,22,4,0.5166,Medium
12,2,4,2,0.1211,Low
25,5,9,3,0.3538,Low
12,3,9,5,0.3288,Low
17,12,16,5,0.3733,Low
21,2,18,5,0.5766,Medium
15,3,21,2,0.8495,High
10,4,22,4,0.8181,High
3,2,11,5,0.3429,Low
23,2,1,3,0.4131,Medium
20,8,2,4,0.6208,Medium
20,3,14,3,0.3573,Low
12,3,12,1,0.2413,Low
1,4,3,0,0.8575,High
1,11,20,5,0.9288,High
10,5,13,6,0.6375,Medium
18,3,12,5,0.2615,Low
15,6,6,2,0.6953,High
2,10,13,5,0.8208,High
17,3,5,3,0.2515,Low
8,8,4,4,0.5526,Medium
22,4,12,5,0.2446,Low
22,5,5,1,0.2644,Low
9,3,16,3,0.4892,Medium
21,5,7,4,0.49,Medium
20,11,6,1,0.293,Low
11,7,13,4,0.3974,Low
6,3,2,2,0.6827,High
24,3,17,5,0.553,Medium
14,1,20,4,0.2615,Low
1,2,14,0,0.5157,Medium
7,4,14,2,0.2132,Low
24,12,18,6,0.5334,Medium
9,9,18,1,0.7835,High
11,3,12,0,0.3198,Low
24,10,13,1,0.3734,Low
23,5,18,5,0.4606,Medium
16,9,22,6,0.5311,Medium
19,4,18,0,0.4545,Medium
2,4,16,2,0.6515,High
15,6,11,3,0.6579,High
3,7,15,4,0.4418,Medium
4,12,18,5,0.6587,High
20,11,20,4,0.5783,Medium
22,6,12,6,0.4206,Medium
7,11,9,2,0.3859,Low
12,4,7,4,0.3036,Low
4,7,22,0,0.6632,High
10,12,16,4,0.6906,High
6,11,12,4,0.6863,High
25,10,1,5,0.6178,Medium
22,3,11,5,0.2389,Low
14,3,23,5,0.6354,Medium
3,12,17,1,0.6191,Medium
17,7,18,6,0.5799,Medium
11,12,23,0,0.5571,Medium
10,6,15,0,0.6918,High
21,2,19,5,0.4979,Medium
10,1,1,2,0.8762,High
10,6,19,6,0.9715,High
3,9,5,2,0.3667,Low
24,3,13,0,0.325,Low
15,9,23,0,0.9372,High
17,6,2,5,0.6758,High
18,4,20,2,0.3912,Low
19,10,18,6,0.5958,Medium
19,10,7,1,0.4053,Medium
12,10,7,4,0.3634,Low
24,12,5,0,0.3436,Low
5,2,9,5,0.5193,Medium
24,9,10,2,0.2874,Low
16,5,16,3,0.2536,Low
15,5,10,5,0.7682,High
15,2,18,2,0.6618,High
6,5,22,2,0.9017,High
12,6,12,1,0.315,Low
2,2,23,5,0.9587,High
20,1,2,6,0.492,Medium
9,6,5,2,0.6814,High
4,9,1,3,0.6574,High
5,9,0,1,0.6179,Medium
21,9,15,6,0.6021,Medium
8,5,8,2,0.509,Medium
22,10,20,2,0.5069,Medium
10,1,0,1,0.7681,High
7,3,17,6,0.5235,Medium
22,8,16,2,0.2849,Low
14,9,15,4,0.1916,Low
5,4,5,3,0.3732,Low
16,11,17,1,0.5477,Medium
15,12,13,5,0.7415,High
5,3,16,2,0.4263,Medium
3,2,5,4,0.3376,Low
23,5,10,5,0.3376,Low
10,2,1,2,0.8402,High
5,11,2,2,0.626,Medium
23,9,7,6,0.4147,Medium
15,10,8,4,0.7958,High
18,11,9,0,0.4457,Medium
25,9,20,4,0.4391,Medium
8,3,21,5,0.6735,High
21,4,12,1,0.5151,Medium
2,12,11,1,0.5807,Medium
22,12,9,0,0.3173,Low
8,9,20,1,0.5585,Medium
23,1,13,0,0.2709,Low
8,7,5,4,0.4804,Medium
4,2,1,2,0.5473,Medium
19,9,14,6,0.2982,Low
23,11,22,6,0.5783,Medium
18,12,21,2,0.4074,Medium
21,12,14,0,0.4137,Medium
23,3,3,6,0.5117,Medium
1,6,10,2,0.6637,High
20,5,6,0,0.2482,Low
15,2,14,1,0.6014,Medium
18,9,19,1,0.3692,Low
22,3,18,3,0.3508,Low
12,6,13,3,0.3313,Low
1,9,9,1,0.7146,High
7,8,23,5,0.6579,High
19,10,5,1,0.3774,Low
1,5,1,1,0.8258,High
24,6,6,3,0.3704,Low
7,3,23,4,0.5522,Medium
2,5,20,2,0.7153,High
7,6,2,2,0.5544,Medium
19,3,7,5,0.2685,Low
13,10,17,6,0.7498,High
25,2,14,3,0.1535,Low
24,10,10,5,0.4048,Medium
5,9,21,2,0.5591,Medium
23,7,22,0,0.629,Medium
19,4,9,3,0.2856,Low
1,3,20,1,0.76,High
1,4,16,4,0.6931,High
18,9,17,6,0.5848,Medium
24,9,23,0,0.5533,Medium
1,12,0,0,0.944,High
5,6,1,3,0.7704,High
9,11,4,1,0.6878,High
12,12,9,1,0.3621,Low
9,9,11,0,0.5867,Medium
18,9,12,6,0.282,Low
23,6,15,6,0.3683,Low
11,5,2,6,0.5268,Medium
1,11,3,1,0.9639,High
19,3,15,5,0.345,Low
22,1,9,5,0.179,Low
25,4,13,1,0.2546,Low
10,1,20,1,0.7517,High
2,12,18,2,0.8628,High
7,1,4,4,0.2598,Low
20,6,18,5,0.4859,Medium
2,11,10,3,0.7135,High
19,5,16,3,0.2611,Low
6,7,6,2,0.7797,High
10,1,3,2,0.7216,High
9,1,14,3,0.5733,Medium
8,8,23,6,0.897,High
11,6,3,3,0.4861,Medium
9,8,15,1,0.6786,High
20,6,22,2,0.5338,Medium
20,6,18,6,0.6094,Medium
9,10,1,2,0.9672,High
8,7,10,5,0.6212,Medium
15,12,18,4,0.722,High
2,2,22,0,0.7867,High
24,3,13,4,0.2542,Low
1,12,11,6,0.7096,High
9,4,18,5,0.8568,High
9,1,9,1,0.525,Medium
13,9,7,6,0.5495,Medium
8,9,23,1,0.5585,Medium
21,4,16,1,0.4529,Medium
5,1,22,4,0.5045,Medium
3,1,7,6,0.5079,Medium
21,6,8,6,0.5759,Medium
4,2,23,0,0.6324,Medium
17,1,13,0,0.2564,Low
16,10,14,1,0.2913,Low
16,11,15,1,0.4245,Medium
25,12,21,0,0.3571,Low
20,2,7,0,0.2578,Low
3,7,2,2,0.7014,High
6,4,1,6,0.8381,High
1,7,0,3,0.9654,High
21,7,7,4,0.6075,Medium
16,4,22,4,0.4949,Medium
15,2,5,5,0.6653,High
7,9,10,3,0.2063,Low
2,10,2,3,0.9843,High
10,10,13,2,0.5221,Medium
25,3,21,0,0.4943,Medium
15,1,4,0,0.5158,Medium
6,11,20,2,0.7791,High
2,8,19,0,0.8156,High
24,4,12,2,0.383,Low
24,9,20,1,0.4473,Medium
17,8,4,2,0.3375,Low
1,11,4,1,0.8573,High
1,11,9,1,0.7909,High
4,7,12,1,0.5202,Medium
20,9,9,5,0.4564,Medium
16,2,7,3,0.324,Low
8,4,1,6,0.7023,High
1,5,1,6,0.8756,High
19,5,21,3,0.3609,Low
11,12,18,5,0.4938,Medium
17,1,9,0,0.2453,Low
25,9,14,1,0.2328,Low
10,9,15,3,0.564,Medium
12,5,9,1,0.3944,Low
9,10,9,5,0.7846,High
7,3,19,3,0.3522,Low
12,8,18,3,0.479,Medium
15,7,3,4,0.8963,High
8,5,1,4,0.6221,Medium
17,12,8,1,0.3192,Low
5,1,10,3,0.3839,Low
14,7,2,6,0.8493,High
2,11,6,4,0.806,High
16,1,5,0,0.1225,Low
17,1,0,1,0.4384,Medium
3,9,11,6,0.5188,Medium
23,6,17,3,0.5238,Medium
1,7,8,6,0.7835,High
18,2,4,3,0.2506,Low
18,11,12,6,0.3637,Low
4,8,17,4,0.6145,Medium
15,7,14,0,0.6795,High
19,5,14,1,0.2314,Low
19,8,5,1,0.437,Medium
10,2,6,4,0.5775,Medium
5,6,12,2,0.5305,Medium
19,4,11,6,0.3058,Low
11,7,9,0,0.5563,Medium
7,6,21,0,0.4224,Medium
5,12,0,1,0.7224,High
20,6,10,6,0.5374,Medium
12,5,15,2,0.2953,Low
19,11,0,3,0.6122,Medium
15,5,17,3,0.7505,High
12,2,10,2,0.2383,Low
4,11,8,5,0.6177,Medium
12,7,13,4,0.4492,Medium
18,7,10,3,0.316,Low
17,8,0,1,0.5564,Medium
19,4,10,4,0.2127,Low
16,11,8,0,0.4948,Medium
11,11,21,5,0.6007,Medium
2,11,1,4,1.0,High
16,9,9,4,0.3013,Low
1,10,2,1,0.865,High
17,3,12,4,0.3334,Low
18,3,10,0,0.3241,Low
25,2,17,1,0.3089,Low
13,10,13,4,0.4412,Medium
5,7,4,3,0.459,Medium
25,12,7,6,0.3765,Low
24,10,9,1,0.4071,Medium
6,2,5,3,0.5793,Medium
1,7,14,1,0.6758,High
10,3,7,5,0.8639,High
5,1,21,3,0.6224,Medium
1,11,3,5,1.0,High
23,8,23,0,0.6204,Medium
11,8,8,6,0.4338,Medium
24,10,4,6,0.4915,Medium
24,1,18,1,0.3627,Low
7,11,16,1,0.2667,Low
18,6,1,3,0.5643,Medium
21,4,12,5,0.4943,Medium
20,5,16,1,0.3368,Low
21,8,13,3,0.3568,Low
10,8,10,4,0.7224,High
25,7,6,1,0.3494,Low
15,5,1,2,0.8394,High
4,6,2,5,0.7943,High
16,8,10,1,0.4109,Medium
15,5,2,2,0.8697,High
15,3,0,2,0.7233,High
12,9,18,4,0.4163,Medium
8,9,13,2,0.453,Medium
8,10,16,3,0.4599,Medium
18,1,18,5,0.3151,Low
6,7,18,3,0.9213,High
5,4,20,6,0.6121,Medium
2,6,18,1,0.8633,High
12,7,18,0,0.3836,Low
4,8,0,4,0.8212,High
23,11,10,6,0.3446,Low
13,5,0,4,0.7501,High
17,5,22,5,0.5514,Medium
16,12,6,4,0.2938,Low
9,6,7,4,0.801,High
1,7,6,4,0.6247,Medium
15,5,14,0,0.6547,High
12,5,15,5,0.3807,Low
5,12,21,1,0.46,Medium
23,4,7,5,0.3617,Low
24,1,9,1,0.1642,Low
18,7,3,4,0.473,Medium
20,7,12,0,0.3361,Low
2,6,3,0,0.9316,High
4,10,18,6,0.6778,High
15,2,23,0,0.7476,High
6,2,5,2,0.4518,Medium
22,6,15,3,0.35,Low
12,12,23,0,0.5563,Medium
18,9,23,2,0.5414,Medium
20,5,6,4,0.17,Low
4,7,12,2,0.545,Medium
1,2,2,3,0.8621,High
15,6,20,0,0.9924,High
18,11,17,3,0.4561,Medium
14,6,16,1,0.3879,Low
3,10,2,3,0.8458,High
15,6,19,0,0.886,High
5,6,3,5,1.0,High
24,4,10,4,0.2544,Low
22,5,17,5,0.4625,Medium
3,4,18,6,0.5302,Medium
22,6,7,3,0.3969,Low
7,9,12,6,0.3427,Low
6,5,17,1,0.7879,High
22,5,21,5,0.5223,Medium
1,3,0,2,0.8594,High
19,11,19,1,0.5188,Medium
7,7,16,2,0.334,Low
4,5,2,6,0.7749,High
12,2,22,5,0.4391,Medium
20,9,23,5,0.5484,Medium
23,5,6,1,0.2897,Low
25,7,22,6,0.7138,High
18,12,5,0,0.2615,Low
9,7,14,2,0.6792,High
19,10,6,0,0.3366,Low
22,12,6,6,0.2878,Low
4,8,11,3,0.4861,Medium
1,4,8,5,0.8033,High
9,7,8,2,0.7436,High
15,3,10,3,0.6033,Medium
22,9,9,5,0.379,Low
8,8,9,4,0.6587,High
15,12,14,1,0.6721,High
15,10,15,1,0.7516,High
18,9,7,5,0.4224,Medium
7,2,12,6,0.3035,Low
22,4,8,1,0.3721,Low
18,1,13,6,0.3748,Low
16,8,21,4,0.512,Medium
2,4,19,6,0.8528,High
4,4,17,4,0.6532,High
20,7,23,5,0.6792,High
16,6,1,5,0.7321,High
3,3,22,0,0.649,Medium
24,8,8,2,0.3175,Low
23,2,9,5,0.2425,Low
2,1,19,2,0.8034,High
3,12,10,2,0.5903,Medium
25,12,23,6,0.5931,Medium
5,12,22,3,0.6379,Medium
2,2,9,4,0.6213,Medium
19,9,18,4,0.3802,Low
24,5,0,6,0.7102,High
20,5,23,4,0.4741,Medium
2,6,13,6,0.6916,High
2,3,8,6,0.7483,High
22,1,4,1,0.2414,Low
24,8,11,3,0.3476,Low
23,7,19,4,0.5847,Medium
20,12,17,4,0.425,Medium
18,8,16,2,0.3277,Low
25,9,19,2,0.5796,Medium
20,2,7,4,0.2745,Low
25,5,0,1,0.4806,Medium
21,2,3,4,0.5368,Medium
14,8,11,2,0.2821,Low
15,4,15,3,0.4426,Medium
12,11,4,1,0.4255,Medium
11,4,17,0,0.4123,Medium
11,10,17,3,0.5451,Medium
7,8,18,6,0.5827,Medium
12,7,12,3,0.2057,Low
16,1,0,6,0.5058,Medium
5,7,7,1,0.5407,Medium
2,10,0,1,1.0,High
22,3,19,6,0.5471,Medium
16,5,6,4,0.2598,Low
23,8,18,0,0.4979,Medium
15,6,2,1,0.9047,High
11,8,20,1,0.4456,Medium
6,5,17,3,0.7249,High
13,10,20,4,0.6377,Medium
19,9,17,4,0.4267,Medium
10,11,23,6,1.0,High
24,6,20,2,0.5205,Medium
19,11,5,0,0.3237,Low
5,9,19,6,0.6816,High
25,4,13,2,0.3881,Low
21,2,6,4,0.4251,Medium
7,8,10,3,0.2882,Low
11,5,20,3,0.3855,Low
14,2,4,0,0.2755,Low
23,6,12,6,0.322,Low
21,3,12,6,0.4723,Medium
16,1,0,5,0.5227,Medium
18,12,1,6,0.5735,Medium
21,6,17,4,0.6366,Medium
23,11,3,6,0.6894,High
23,8,13,3,0.3534,Low
4,1,4,1,0.3012,Low
1,3,15,5,0.7948,High
22,6,19,0,0.4993,Medium
15,10,2,1,0.9721,High
14,3,19,4,0.4015,Medium
19,7,13,4,0.3522,Low
5,6,4,6,0.5246,Medium
4,9,11,1,0.345,Low
13,6,12,5,0.6108,Medium
18,7,15,2,0.2953,Low
12,2,15,0,0.1825,Low
23,10,18,6,0.677,High
21,4,21,1,0.6472,Medium
15,5,3,1,0.8238,High
23,2,12,5,0.2958,Low
9,11,17,2,0.7644,High
4,10,12,6,0.6471,Medium
5,10,11,3,0.5053,Medium
9,10,18,0,0.9201,High
13,7,16,2,0.5168,Medium
10,4,9,1,0.645,Medium
16,9,6,3,0.2534,Low
13,8,20,4,0.6268,Medium
4,10,13,3,0.5267,Medium
21,9,6,4,0.374,Low
13,8,20,6,0.7206,High
21,5,0,2,0.6771,High
8,9,13,4,0.3249,Low
13,5,2,4,0.6035,Medium
15,8,8,1,0.6494,Medium
20,4,10,4,0.2524,Low
20,5,22,4,0.5146,Medium
13,11,14,6,0.6138,Medium
23,4,22,0,0.4676,Medium
5,2,4,1,0.27,Low
22,4,18,2,0.3878,Low
22,11,3,6,0.6931,High
6,5,19,6,0.9427,High
5,6,12,2,0.5061,Medium
13,4,5,2,0.3579,Low
5,11,21,5,0.7443,High
25,10,6,6,0.4263,Medium
13,12,15,2,0.422,Medium
24,4,7,5,0.3097,Low
20,6,23,3,0.6238,Medium
23,7,8,0,0.3719,Low
8,7,8,1,0.5213,Medium
9,4,18,5,0.894,High
21,5,22,1,0.7049,High
19,3,18,3,0.3518,Low
20,5,20,1,0.5102,Medium
15,10,10,5,0.8329,High
22,5,15,2,0.2194,Low
10,4,8,3,0.5388,Medium
11,6,14,2,0.3713,Low
5,5,10,3,0.436,Medium
9,8,7,2,0.6941,High
11,2,2,4,0.5594,Medium
19,6,13,1,0.3435,Low
2,2,5,0,0.5479,Medium
6,12,4,2,0.6404,Medium
23,6,10,6,0.4936,Medium
21,4,9,1,0.4873,Medium
1,1,19,6,0.7748,High
3,6,10,1,0.4133,Medium
3,3,5,3,0.4188,Medium
14,7,7,1,0.4806,Medium
20,3,23,5,0.55,Medium
22,10,13,6,0.4278,Medium
5,4,12,5,0.305,Low
17,9,2,4,0.6055,Medium
15,7,5,5,0.7636,High
6,4,16,5,0.6802,High
14,2,0,3,0.4812,Medium
14,5,10,1,0.2878,Low
25,8,0,2,0.6251,Medium
17,2,13,3,0.1301,Low
8,9,8,0,0.5496,Medium
8,5,9,0,0.5395,Medium
19,6,11,5,0.4403,Medium
9,7,20,1,0.9434,High
11,9,22,5,0.5918,Medium
13,7,3,4,0.7221,High
13,4,17,4,0.5866,Medium
24,5,10,6,0.4122,Medium
19,12,21,6,0.4652,Medium
21,3,15,4,0.3911,Low
19,1,17,0,0.2866,Low
5,3,6,1,0.4193,Medium
16,1,19,0,0.3626,Low
9,5,3,1,0.8081,High
20,7,1,5,0.5507,Medium
22,9,8,0,0.2979,Low
3,4,11,2,0.4355,Medium
19,10,18,6,0.6725,High
5,10,21,5,0.7671,High
8,1,8,3,0.5436,Medium
14,7,23,3,0.5711,Medium
24,3,22,0,0.5482,Medium
3,1,9,6,0.4636,Medium
24,4,8,1,0.4701,Medium
13,11,4,1,0.5364,Medium
11,9,22,4,0.379,Low
8,6,20,4,0.613,Medium
19,6,0,0,0.51,Medium
10,7,15,1,0.7785,High
18,1,22,6,0.4715,Medium
18,5,8,2,0.3456,Low
25,4,4,6,0.331,Low
7,4,3,3,0.4961,Medium
16,7,4,5,0.3624,Low
6,2,3,1,0.7707,High
16,5,13,4,0.2731,Low
16,7,7,0,0.3804,Low
23,3,12,1,0.3008,Low
24,2,20,1,0.2458,Low
1,12,10,0,0.5327,Medium
24,1,20,2,0.3954,Low
19,5,20,3,0.3582,Low
3,12,22,2,0.5765,Medium
6,12,13,2,0.6372,Medium
4,5,9,4,0.4592,Medium
4,4,6,3,0.4711,Medium
4,8,18,2,0.4924,Medium
10,2,16,1,0.4457,Medium
9,12,23,1,0.9011,High
8,4,3,4,0.7023,High
19,5,19,3,0.4665,Medium
17,9,13,6,0.3766,Low
17,3,22,5,0.5937,Medium
1,1,11,0,0.5138,Medium
20,4,10,6,0.2276,Low
14,10,22,1,0.7163,High
22,6,23,6,0.6115,Medium
20,7,0,0,0.6703,High
11,4,8,5,0.3534,Low
3,4,0,4,0.6556,High
24,6,9,1,0.3508,Low
8,1,10,1,0.3539,Low
22,5,4,5,0.3694,Low
25,11,8,2,0.2965,Low
10,3,2,4,0.9002,High
17,8,1,4,0.6988,High
8,5,17,2,0.601,Medium
22,7,13,4,0.3982,Low
1,8,22,2,0.9394,High
20,8,4,5,0.3886,Low
21,2,23,2,0.6147,Medium
7,2,13,2,0.1346,Low
24,10,4,6,0.4034,Medium
9,5,1,3,0.7692,High
12,3,6,1,0.2013,Low
22,12,22,1,0.5905,Medium
9,12,17,6,0.6912,High
20,10,15,1,0.3947,Low
24,1,21,3,0.4706,Medium
3,8,4,5,0.5849,Medium
4,6,19,1,0.5924,Medium
10,3,11,5,0.7269,High
4,8,12,2,0.4136,Medium
22,11,7,5,0.4218,Medium
9,1,13,0,0.4701,Medium
22,3,23,0,0.4404,Medium
1,9,4,6,0.7428,High
5,6,3,1,0.739,High
9,1,8,5,0.7071,High
5,9,14,4,0.4338,Medium
6,7,13,1,0.6078,Medium
19,1,4,6,0.2525,Low
8,1,14,3,0.2928,Low
10,5,3,4,0.8413,High
11,11,17,6,0.5648,Medium
13,4,21,0,0.5517,Medium
20,12,4,6,0.3525,Low
4,8,21,2,0.6577,High
11,2,16,1,0.1398,Low
12,6,21,5,0.5764,Medium
5,8,20,5,0.8243,High
10,1,13,1,0.5172,Medium
25,3,22,1,0.4322,Medium
24,1,16,4,0.185,Low
7,7,18,6,0.6176,Medium
21,1,12,6,0.459,Medium
9,12,12,5,0.7123,High
9,9,12,3,0.715,High
10,8,1,2,1.0,High
10,11,14,2,0.7679,High
2,3,21,1,0.7538,High
4,12,0,6,0.9087,High
8,12,14,2,0.3799,Low
14,4,15,6,0.3936,Low
17,9,10,6,0.3007,Low
13,10,2,2,0.796,High
21,6,19,1,0.6849,High
24,5,21,1,0.4003,Medium
18,5,20,6,0.3651,Low
18,1,13,5,0.4006,Medium
13,12,20,3,0.6666,High
8,1,4,5,0.5094,Medium
12,3,16,1,0.1827,Low
25,2,23,1,0.5096,Medium
23,10,1,3,0.5912,Medium
24,1,21,3,0.3249,Low
21,12,6,5,0.4404,Medium
1,5,9,2,0.7573,High
20,11,9,5,0.4893,Medium
18,3,19,1,0.421,Medium
3,7,7,4,0.5722,Medium
12,8,0,1,0.6119,Medium
19,10,15,2,0.4104,Medium
25,6,8,5,0.3452,Low
13,12,15,0,0.3958,Low
10,5,19,3,0.6865,High
15,10,14,6,0.7849,High
20,12,8,1,0.2258,Low
2,5,11,4,0.5461,Medium
19,1,1,4,0.4691,Medium
3,12,9,1,0.4524,Medium
14,6,23,5,0.6914,High
7,6,20,5,0.4979,Medium
8,3,22,0,0.6557,High
11,4,15,6,0.3369,Low
22,4,4,5,0.2579,Low
20,6,12,5,0.3781,Low
6,8,21,3,0.8606,High
11,12,6,1,0.248,Low
17,9,8,2,0.2692,Low
10,9,21,3,0.7839,High
24,5,16,5,0.3096,Low
17,8,16,4,0.3672,Low
21,8,16,0,0.533,Medium
2,10,4,2,0.736,High
6,4,5,6,0.6976,High
25,4,5,1,0.259,Low
5,3,8,3,0.4674,Medium
4,5,9,5,0.6192,Medium
2,8,16,1,0.6582,High
12,8,2,4,0.6818,High
3,9,19,0,0.5396,Medium
6,1,8,2,0.6288,Medium
24,12,0,4,0.5319,Medium
14,4,23,1,0.5608,Medium
8,6,18,6,0.5513,Medium
21,5,13,2,0.4537,Medium
21,4,7,5,0.5293,Medium
14,11,17,1,0.5377,Medium
3,3,5,1,0.4375,Medium
16,2,1,5,0.5756,Medium
15,9,6,0,0.5609,Medium
7,10,5,0,0.2407,Low
15,3,10,0,0.5229,Medium
13,4,22,0,0.6398,Medium
6,1,9,0,0.5514,Medium
15,1,21,5,0.8007,High
17,10,10,3,0.4236,Medium
4,9,7,6,0.5833,Medium
22,11,12,5,0.3843,Low
22,4,5,0,0.264,Low
14,10,9,0,0.4355,Medium
15,4,17,2,0.8515,High
12,6,14,2,0.414,Medium
19,2,4,5,0.3341,Low
22,6,10,5,0.4442,Medium
10,7,20,2,0.9174,High
6,1,3,3,0.8481,High
25,8,12,0,0.2568,Low
9,6,14,5,0.7889,High
2,9,1,3,0.8189,High
4,4,6,3,0.3688,Low
9,11,5,5,0.7793,High
15,2,18,1,0.6996,High
13,9,14,3,0.4062,Medium
20,8,22,1,0.5232,Medium
8,2,23,5,0.6603,High
19,8,13,4,0.2787,Low
19,11,15,2,0.3686,Low
25,8,19,6,0.5681,Medium
16,5,23,6,0.6276,Medium
11,7,21,1,0.4404,Medium
10,7,20,4,0.921,High
8,4,23,5,0.7522,High
1,6,21,3,1.0,High
10,10,9,5,0.7686,High
18,6,23,1,0.6983,High
3,6,5,3,0.454,Medium
11,9,14,1,0.3323,Low
18,2,3,2,0.4802,Medium
3,10,1,6,0.7303,High
8,8,18,3,0.633,Medium
14,8,6,6,0.4771,Medium
6,1,10,0,0.5375,Medium
15,11,21,0,0.9096,High
14,2,14,5,0.3039,Low
7,4,21,1,0.4858,Medium
10,5,15,2,0.6511,High
15,5,4,3,0.5639,Medium
10,6,8,3,0.7542,High
22,7,0,1,0.6113,Medium
17,1,12,2,0.2004,Low
19,7,2,4,0.5557,Medium
17,6,4,3,0.3356,Low
12,5,22,6,0.6253,Medium
15,6,13,4,0.7027,High
12,11,4,3,0.2081,Low
25,8,19,1,0.5778,Medium
9,12,13,2,0.5932,Medium
5,6,20,0,0.5521,Medium
4,5,0,1,0.6701,High
12,6,10,0,0.3131,Low
16,9,4,4,0.2166,Low
9,12,2,4,0.8805,High
25,1,9,5,0.4035,Medium
3,3,21,1,0.5979,Medium
21,3,8,4,0.3881,Low
